yas_gun,cinsiyet_encoded,dogumKilo,boy,gogusEevresi,kalcaYuksekligi,yemMiktari,sicaklik,nem,saglik_encoded,mevsim_encoded,irk_Esmer,irk_Simental,irk_Siyah Alaca,irk_Yerli Kara,irk_Şarole,kilo,gunlukArtis,hayvanId,yasAy
90,0,34.6,76.8,132.5,78.7,3.8,28.0,69.0,2,3,True,False,False,False,False,150.7,1.225,TR0210,3
120,0,34.6,78.4,163.6,81.3,4.4,34.8,76.6,3,0,True,False,False,False,False,189.5,1.294,TR0210,4
150,0,34.6,79.7,192.3,79.6,5.8,30.0,74.4,1,0,True,False,False,False,False,221.9,1.082,TR0210,5
180,0,34.6,81.1,214.7,82.2,6.1,31.4,65.9,3,0,True,False,False,False,False,257.6,1.19,TR0210,6
210,0,34.6,82.7,253.0,81.8,7.0,16.7,60.6,3,1,True,False,False,False,False,298.5,1.363,TR0210,7
240,0,34.6,84.3,282.1,86.2,8.9,32.3,67.8,4,1,True,False,False,False,False,337.1,1.285,TR0210,8
270,0,34.6,85.8,314.4,88.7,9.4,33.5,42.9,3,1,True,False,False,False,False,374.1,1.233,TR0210,9
300,0,34.6,87.0,349.5,87.9,10.0,29.5,62.9,3,2,True,False,False,False,False,406.0,1.065,TR0210,10
330,0,34.6,88.3,366.6,89.2,11.1,24.6,57.1,2,2,True,False,False,False,False,436.5,1.016,TR0210,11
360,0,34.6,89.5,395.3,90.9,11.2,20.0,70.8,4,2,True,False,False,False,False,468.1,1.055,TR0210,12
390,0,34.6,90.7,425.5,89.8,12.3,33.0,64.2,1,3,True,False,False,False,False,496.5,0.946,TR0210,13
420,0,34.6,91.8,446.1,93.4,12.8,19.8,69.7,1,3,True,False,False,False,False,525.6,0.969,TR0210,14
450,0,34.6,93.1,473.8,93.6,14.1,18.1,71.9,3,3,True,False,False,False,False,558.1,1.085,TR0210,15
480,0,34.6,94.2,493.1,95.0,14.3,30.0,55.6,1,0,True,False,False,False,False,584.8,0.89,TR0210,16
510,0,34.6,95.5,520.3,96.7,15.7,21.0,70.4,4,0,True,False,False,False,False,616.2,1.045,TR0210,17
540,0,34.6,96.7,550.3,96.8,16.2,19.8,50.7,3,0,True,False,False,False,False,646.7,1.017,TR0210,18
570,0,34.6,97.7,567.7,96.1,17.2,24.0,71.9,1,1,True,False,False,False,False,673.5,0.894,TR0210,19
600,0,34.6,98.8,600.4,101.6,17.1,28.3,56.5,2,1,True,False,False,False,False,700.8,0.909,TR0210,20
0,1,48.0,76.3,43.3,78.7,0.8,31.8,67.2,2,1,False,False,False,False,True,48.0,0.0,TR0211,0
30,1,48.0,78.2,76.6,78.4,2.8,27.2,48.9,2,1,False,False,False,False,True,95.7,1.591,TR0211,1
0,1,37.9,76.8,30.1,76.3,1.4,34.5,73.3,4,3,True,False,False,False,False,37.9,0.0,TR0212,0
30,1,37.9,78.5,69.8,81.5,2.4,24.4,76.7,3,3,True,False,False,False,False,82.3,1.479,TR0212,1
60,1,37.9,80.0,100.8,82.1,3.0,28.1,59.0,1,0,True,False,False,False,False,118.4,1.204,TR0212,2
90,1,37.9,81.7,138.7,83.7,4.2,23.2,52.2,3,0,True,False,False,False,False,160.3,1.399,TR0212,3
120,1,37.9,83.2,165.0,84.6,4.6,19.1,53.5,2,0,True,False,False,False,False,199.9,1.32,TR0212,4
150,1,37.9,85.0,205.4,84.0,5.9,33.5,64.8,2,1,True,False,False,False,False,244.4,1.482,TR0212,5
180,1,37.9,86.7,241.8,85.1,6.8,32.8,71.6,2,1,True,False,False,False,False,287.3,1.431,TR0212,6
0,0,32.0,82.9,27.3,83.2,0.4,29.9,45.5,2,0,False,False,False,True,False,32.0,0.0,TR0213,0
30,0,32.0,84.8,64.8,86.7,1.5,15.8,77.2,4,1,False,False,False,True,False,79.1,1.57,TR0213,1
60,0,32.0,86.4,98.4,88.7,3.2,19.4,42.7,2,1,False,False,False,True,False,121.3,1.404,TR0213,2
90,0,32.0,87.9,138.2,87.6,4.0,16.2,72.2,1,1,False,False,False,True,False,158.1,1.228,TR0213,3
120,0,32.0,89.4,163.6,90.8,5.2,19.0,75.6,2,2,False,False,False,True,False,194.4,1.21,TR0213,4
150,0,32.0,90.4,183.7,90.3,5.6,19.6,41.8,0,2,False,False,False,True,False,220.7,0.876,TR0213,5
180,0,32.0,91.8,214.4,92.2,6.1,23.2,64.0,2,2,False,False,False,True,False,254.5,1.127,TR0213,6
210,0,32.0,92.9,243.5,91.6,7.2,21.4,79.2,0,3,False,False,False,True,False,282.0,0.917,TR0213,7
240,0,32.0,94.4,270.3,93.2,7.9,17.6,75.6,3,3,False,False,False,True,False,319.6,1.252,TR0213,8
270,0,32.0,95.9,300.1,97.2,8.6,27.0,74.3,4,3,False,False,False,True,False,358.0,1.281,TR0213,9
300,0,32.0,97.3,336.2,95.4,9.5,16.4,70.8,3,0,False,False,False,True,False,393.8,1.193,TR0213,10
330,0,32.0,98.7,361.2,101.2,10.6,27.5,78.7,4,0,False,False,False,True,False,428.2,1.145,TR0213,11
360,0,32.0,100.2,395.3,103.0,11.3,27.8,67.6,4,0,False,False,False,True,False,465.0,1.228,TR0213,12
390,0,32.0,101.6,424.5,102.8,12.6,16.4,40.4,3,1,False,False,False,True,False,499.8,1.158,TR0213,13
420,0,32.0,103.0,456.9,105.0,13.6,34.4,41.6,4,1,False,False,False,True,False,534.6,1.161,TR0213,14
0,0,44.7,82.1,35.8,80.3,1.5,27.6,65.5,2,0,False,False,False,False,True,44.7,0.0,TR0214,0
30,0,44.7,83.4,67.8,81.9,2.1,16.9,75.1,0,0,False,False,False,False,True,77.2,1.083,TR0214,1
60,0,44.7,85.2,100.2,84.9,2.8,26.0,77.7,2,1,False,False,False,False,True,122.8,1.522,TR0214,2
90,0,44.7,87.0,138.1,85.3,4.4,15.7,75.9,3,1,False,False,False,False,True,166.8,1.467,TR0214,3
0,1,35.4,83.7,33.8,82.5,0.9,16.2,60.8,2,0,False,False,False,True,False,35.4,0.0,TR0215,0
30,1,35.4,85.6,73.7,86.8,1.6,19.7,68.8,3,0,False,False,False,True,False,82.5,1.571,TR0215,1
60,1,35.4,87.5,109.9,90.1,3.1,33.3,44.0,4,0,False,False,False,True,False,129.2,1.558,TR0215,2
90,1,35.4,89.3,146.0,90.2,4.6,33.2,74.4,2,1,False,False,False,True,False,174.6,1.513,TR0215,3
120,1,35.4,90.9,185.8,91.4,5.8,23.6,67.3,1,1,False,False,False,True,False,215.0,1.345,TR0215,4
150,1,35.4,92.8,224.9,91.8,6.5,25.9,41.5,4,1,False,False,False,True,False,261.0,1.535,TR0215,5
180,1,35.4,94.3,260.1,93.9,7.9,19.3,41.7,3,2,False,False,False,True,False,300.2,1.304,TR0215,6
210,1,35.4,95.8,290.1,95.7,8.8,16.5,41.1,3,2,False,False,False,True,False,338.3,1.272,TR0215,7
240,1,35.4,97.5,319.0,98.9,9.2,28.7,46.1,4,2,False,False,False,True,False,378.6,1.342,TR0215,8
270,1,35.4,99.2,355.5,98.2,10.9,24.7,60.1,4,3,False,False,False,True,False,423.1,1.485,TR0215,9
300,1,35.4,101.0,396.1,101.3,11.4,19.0,58.4,4,3,False,False,False,True,False,466.8,1.457,TR0215,10
330,1,35.4,102.6,429.9,104.9,12.8,22.5,52.6,4,3,False,False,False,True,False,507.4,1.354,TR0215,11
360,1,35.4,104.1,464.0,102.9,13.5,21.9,62.2,3,0,False,False,False,True,False,545.4,1.264,TR0215,12
390,1,35.4,105.4,490.5,105.9,14.5,33.6,47.1,1,0,False,False,False,True,False,576.8,1.049,TR0215,13
420,1,35.4,106.8,521.9,106.3,15.5,27.7,77.3,4,0,False,False,False,True,False,612.4,1.185,TR0215,14
450,1,35.4,108.2,552.9,109.1,16.0,20.8,74.4,2,1,False,False,False,True,False,646.9,1.15,TR0215,15
480,1,35.4,109.7,581.8,111.2,17.2,17.1,44.7,3,1,False,False,False,True,False,683.6,1.224,TR0215,16
510,1,35.4,111.2,616.5,111.8,17.8,15.6,75.1,4,1,False,False,False,True,False,721.5,1.262,TR0215,17
540,1,35.4,112.5,640.5,113.5,18.9,18.7,57.3,4,2,False,False,False,True,False,754.7,1.107,TR0215,18
570,1,35.4,113.8,669.2,112.0,19.8,28.9,49.9,4,2,False,False,False,True,False,787.8,1.103,TR0215,19
600,1,35.4,115.0,695.5,113.4,20.6,20.7,43.6,3,2,False,False,False,True,False,817.1,0.977,TR0215,20
630,1,35.4,116.2,717.1,115.6,20.8,32.2,66.5,3,3,False,False,False,True,False,847.6,1.018,TR0215,21
660,1,35.4,117.4,746.5,117.9,21.7,30.4,46.9,3,3,False,False,False,True,False,878.3,1.023,TR0215,22
690,1,35.4,118.7,767.7,121.5,22.7,27.2,65.4,4,3,False,False,False,True,False,908.9,1.02,TR0215,23
0,1,34.8,84.7,27.9,86.8,1.1,17.3,53.5,1,3,False,False,False,True,False,34.8,0.0,TR0216,0
30,1,34.8,86.5,63.6,85.0,2.0,20.7,61.0,2,0,False,False,False,True,False,80.4,1.522,TR0216,1
60,1,34.8,88.2,103.6,89.4,3.5,23.8,60.6,3,0,False,False,False,True,False,124.3,1.462,TR0216,2
90,1,34.8,89.8,139.5,88.3,4.1,28.5,74.2,1,0,False,False,False,True,False,163.3,1.3,TR0216,3
120,1,34.8,91.6,178.7,91.0,5.1,22.8,46.9,2,1,False,False,False,True,False,208.7,1.513,TR0216,4
150,1,34.8,93.4,212.2,91.9,6.0,16.4,73.9,3,1,False,False,False,True,False,253.9,1.508,TR0216,5
180,1,34.8,95.2,250.2,94.7,7.3,25.0,49.3,2,1,False,False,False,True,False,297.8,1.465,TR0216,6
0,1,49.1,82.8,39.7,82.7,0.7,26.6,54.9,4,2,False,True,False,False,False,49.1,0.0,TR0217,0
30,1,49.1,84.7,80.3,85.4,2.3,34.0,66.7,2,2,False,True,False,False,False,97.2,1.603,TR0217,1
60,1,49.1,86.8,128.9,87.5,3.3,30.5,41.1,4,2,False,True,False,False,False,149.1,1.73,TR0217,2
90,1,49.1,88.3,157.6,88.7,4.5,16.5,51.9,0,3,False,True,False,False,False,186.3,1.239,TR0217,3
120,1,49.1,90.2,193.9,89.6,6.0,25.3,67.1,3,3,False,True,False,False,False,233.8,1.585,TR0217,4
150,1,49.1,92.0,236.5,94.7,6.9,19.4,45.9,2,3,False,True,False,False,False,278.4,1.488,TR0217,5
180,1,49.1,93.7,271.0,92.7,7.8,27.1,63.4,2,0,False,True,False,False,False,322.0,1.451,TR0217,6
210,1,49.1,95.6,313.2,96.5,9.0,23.0,76.2,4,0,False,True,False,False,False,369.6,1.586,TR0217,7
240,1,49.1,97.5,353.2,99.6,10.6,32.7,80.0,3,0,False,True,False,False,False,416.0,1.549,TR0217,8
270,1,49.1,99.5,393.3,98.4,11.5,30.1,45.1,4,1,False,True,False,False,False,465.7,1.657,TR0217,9
300,1,49.1,101.4,439.4,99.8,13.0,25.9,52.2,4,1,False,True,False,False,False,513.4,1.588,TR0217,10
0,1,42.2,78.7,31.7,80.6,1.5,24.7,60.0,3,1,False,False,True,False,False,42.2,0.0,TR0218,0
30,1,42.2,80.8,77.2,79.5,2.6,31.1,70.2,3,1,False,False,True,False,False,96.2,1.8,TR0218,1
60,1,42.2,83.0,127.3,85.9,3.9,19.7,73.9,4,1,False,False,True,False,False,151.0,1.826,TR0218,2
90,1,42.2,84.9,168.6,83.2,5.0,21.0,79.1,3,2,False,False,True,False,False,197.9,1.566,TR0218,3
120,1,42.2,86.6,202.1,84.8,6.2,21.4,77.2,2,2,False,False,True,False,False,240.3,1.411,TR0218,4
150,1,42.2,88.2,239.5,89.1,7.5,21.3,75.2,1,2,False,False,True,False,False,280.0,1.323,TR0218,5
180,1,42.2,90.0,279.2,90.9,8.2,16.0,66.8,2,3,False,False,True,False,False,325.2,1.509,TR0218,6
210,1,42.2,91.7,313.6,90.3,8.9,22.7,64.4,2,3,False,False,True,False,False,368.2,1.432,TR0218,7
240,1,42.2,93.5,352.3,96.3,10.2,34.9,56.9,2,3,False,False,True,False,False,411.6,1.448,TR0218,8
270,1,42.2,95.1,388.6,97.5,10.9,28.5,43.7,3,0,False,False,True,False,False,453.5,1.397,TR0218,9
300,1,42.2,96.8,423.5,97.5,11.9,34.0,59.3,3,0,False,False,True,False,False,494.3,1.359,TR0218,10
330,1,42.2,98.4,458.2,98.6,13.1,21.8,72.4,3,0,False,False,True,False,False,533.9,1.321,TR0218,11
360,1,42.2,100.2,495.7,102.4,14.5,31.3,71.5,4,1,False,False,True,False,False,579.6,1.524,TR0218,12
390,1,42.2,101.6,519.1,102.7,15.9,20.6,43.2,1,1,False,False,True,False,False,616.0,1.211,TR0218,13
420,1,42.2,103.2,554.1,104.8,16.2,19.5,53.7,2,1,False,False,True,False,False,655.4,1.316,TR0218,14
450,1,42.2,104.6,583.8,107.6,17.0,18.7,55.4,3,2,False,False,True,False,False,690.4,1.167,TR0218,15
480,1,42.2,105.9,611.3,104.7,18.0,21.7,64.9,2,2,False,False,True,False,False,723.9,1.116,TR0218,16
510,1,42.2,107.3,648.5,106.2,18.7,32.3,71.2,3,2,False,False,True,False,False,758.7,1.159,TR0218,17
540,1,42.2,108.8,677.1,107.6,19.7,28.7,58.6,3,3,False,False,True,False,False,794.4,1.192,TR0218,18
570,1,42.2,110.2,701.4,110.1,21.0,25.2,49.6,2,3,False,False,True,False,False,829.6,1.172,TR0218,19
600,1,42.2,111.6,738.5,111.6,21.2,28.7,67.0,4,3,False,False,True,False,False,865.8,1.206,TR0218,20
630,1,42.2,113.0,764.0,111.1,22.1,16.5,51.7,3,0,False,False,True,False,False,899.0,1.108,TR0218,21
660,1,42.2,114.1,784.3,114.5,22.9,18.6,51.6,2,0,False,False,True,False,False,928.5,0.983,TR0218,22
690,1,42.2,115.4,816.3,115.4,23.5,16.2,73.3,3,0,False,False,True,False,False,960.5,1.065,TR0218,23
0,1,36.1,70.4,29.3,72.4,0.8,24.6,65.3,2,3,False,False,False,True,False,36.1,0.0,TR0219,0
30,1,36.1,71.7,62.3,71.5,2.1,34.1,53.5,0,3,False,False,False,True,False,69.4,1.108,TR0219,1
60,1,36.1,73.3,92.4,73.0,3.0,22.3,43.2,1,0,False,False,False,True,False,108.3,1.298,TR0219,2
90,1,36.1,75.0,125.4,78.0,3.4,25.9,79.6,3,0,False,False,False,True,False,151.7,1.447,TR0219,3
120,1,36.1,76.7,160.0,76.1,4.4,16.1,54.0,2,0,False,False,False,True,False,193.4,1.389,TR0219,4
150,1,36.1,78.5,201.9,80.3,5.8,19.0,52.3,3,1,False,False,False,True,False,239.2,1.529,TR0219,5
180,1,36.1,80.1,240.0,79.8,7.1,15.1,45.9,1,1,False,False,False,True,False,278.9,1.323,TR0219,6
210,1,36.1,81.6,266.0,80.5,7.5,29.3,50.5,1,1,False,False,False,True,False,316.9,1.264,TR0219,7
240,1,36.1,83.3,307.7,83.3,8.6,16.6,53.3,4,2,False,False,False,True,False,358.0,1.371,TR0219,8
270,1,36.1,84.7,337.2,86.3,9.8,17.4,47.1,2,2,False,False,False,True,False,394.7,1.222,TR0219,9
300,1,36.1,86.2,369.5,86.8,10.8,22.5,74.3,3,2,False,False,False,True,False,431.5,1.229,TR0219,10
330,1,36.1,87.8,399.2,90.1,11.5,20.4,51.1,4,3,False,False,False,True,False,471.1,1.32,TR0219,11
360,1,36.1,89.3,431.1,90.2,12.6,20.6,78.6,3,3,False,False,False,True,False,508.4,1.24,TR0219,12
390,1,36.1,90.7,463.6,90.3,13.5,24.2,67.1,2,3,False,False,False,True,False,543.5,1.171,TR0219,13
420,1,36.1,92.1,488.1,90.4,14.8,20.3,42.7,3,0,False,False,False,True,False,578.3,1.161,TR0219,14
450,1,36.1,93.4,519.3,94.3,15.2,21.4,75.8,3,0,False,False,False,True,False,611.9,1.118,TR0219,15
480,1,36.1,94.8,546.6,96.3,15.8,32.2,76.4,3,0,False,False,False,True,False,646.3,1.148,TR0219,16
510,1,36.1,96.1,576.0,97.8,16.4,32.4,40.9,1,1,False,False,False,True,False,677.6,1.043,TR0219,17
540,1,36.1,97.4,608.7,99.7,18.1,22.5,60.3,3,1,False,False,False,True,False,711.2,1.121,TR0219,18
0,0,36.5,74.8,35.9,76.9,0.5,31.9,45.2,2,0,False,False,True,False,False,36.5,0.0,TR0220,0
30,0,36.5,76.8,70.4,78.9,1.7,21.1,69.5,3,1,False,False,True,False,False,84.8,1.609,TR0220,1
60,0,36.5,78.6,107.2,78.3,2.8,21.7,40.1,2,1,False,False,True,False,False,130.9,1.538,TR0220,2
0,0,45.1,76.4,40.8,74.7,0.9,15.7,45.9,1,0,False,False,False,False,True,45.1,0.0,TR0221,0
30,0,45.1,78.1,75.7,78.9,2.2,34.8,75.1,3,0,False,False,False,False,True,87.4,1.411,TR0221,1
60,0,45.1,80.0,113.2,80.6,3.0,15.3,74.3,2,1,False,False,False,False,True,133.6,1.54,TR0221,2
90,0,45.1,81.8,149.1,81.0,4.7,33.0,77.8,3,1,False,False,False,False,True,179.9,1.544,TR0221,3
120,0,45.1,83.3,181.7,84.8,5.1,28.6,58.9,1,1,False,False,False,False,True,216.8,1.228,TR0221,4
150,0,45.1,84.7,216.6,85.5,6.7,22.7,68.4,1,2,False,False,False,False,True,252.5,1.189,TR0221,5
180,0,45.1,86.1,242.5,86.2,7.4,30.8,79.7,1,2,False,False,False,False,True,287.6,1.171,TR0221,6
210,0,45.1,87.6,272.0,85.6,8.3,15.3,75.9,3,2,False,False,False,False,True,324.4,1.229,TR0221,7
240,0,45.1,89.4,314.8,92.3,8.9,15.6,50.6,4,3,False,False,False,False,True,368.9,1.483,TR0221,8
270,0,45.1,90.9,350.5,92.1,9.9,34.5,63.9,2,3,False,False,False,False,True,408.2,1.31,TR0221,9
300,0,45.1,92.4,381.8,90.7,10.7,26.2,57.8,2,3,False,False,False,False,True,445.4,1.238,TR0221,10
330,0,45.1,93.9,408.8,92.3,12.2,26.3,68.4,3,0,False,False,False,False,True,482.4,1.233,TR0221,11
360,0,45.1,95.5,446.8,94.4,13.3,33.2,40.3,4,0,False,False,False,False,True,522.0,1.32,TR0221,12
390,0,45.1,97.0,477.1,98.0,14.3,18.4,66.2,3,0,False,False,False,False,True,559.2,1.24,TR0221,13
420,0,45.1,98.4,501.6,99.7,14.6,27.0,64.8,3,1,False,False,False,False,True,596.0,1.226,TR0221,14
450,0,45.1,99.9,537.5,102.5,16.1,34.9,52.7,4,1,False,False,False,False,True,632.3,1.213,TR0221,15
0,0,36.9,81.8,27.3,84.3,1.0,27.0,69.3,1,2,True,False,False,False,False,36.9,0.0,TR0222,0
30,0,36.9,83.4,67.3,84.2,2.3,28.3,59.6,3,2,True,False,False,False,False,78.4,1.383,TR0222,1
60,0,36.9,85.0,96.1,85.8,3.0,21.0,66.4,2,3,True,False,False,False,False,118.4,1.332,TR0222,2
90,0,36.9,86.6,132.1,86.0,3.8,30.0,73.5,2,3,True,False,False,False,False,158.5,1.335,TR0222,3
120,0,36.9,88.1,165.9,87.6,5.2,22.2,49.2,2,3,True,False,False,False,False,194.6,1.203,TR0222,4
150,0,36.9,89.6,195.9,91.6,5.9,32.3,56.7,3,0,True,False,False,False,False,232.7,1.272,TR0222,5
180,0,36.9,91.1,228.9,92.3,6.6,26.5,44.5,2,0,True,False,False,False,False,269.1,1.214,TR0222,6
210,0,36.9,92.4,256.5,95.3,7.2,18.9,78.7,2,0,True,False,False,False,False,301.9,1.093,TR0222,7
240,0,36.9,93.9,290.7,94.6,8.9,16.0,44.7,3,1,True,False,False,False,False,340.1,1.273,TR0222,8
270,0,36.9,95.3,318.7,93.7,9.5,24.3,51.5,3,1,True,False,False,False,False,375.7,1.184,TR0222,9
300,0,36.9,96.8,345.2,99.7,10.0,27.8,40.2,3,1,True,False,False,False,False,411.2,1.186,TR0222,10
330,0,36.9,98.2,377.0,98.6,11.1,19.1,66.3,4,1,True,False,False,False,False,448.7,1.247,TR0222,11
360,0,36.9,99.6,411.8,102.3,11.6,30.5,63.9,3,2,True,False,False,False,False,481.2,1.086,TR0222,12
390,0,36.9,100.8,431.0,99.1,12.4,28.2,54.9,3,2,True,False,False,False,False,511.3,1.003,TR0222,13
420,0,36.9,101.8,455.2,102.0,12.9,16.4,47.4,1,2,True,False,False,False,False,536.4,0.836,TR0222,14
450,0,36.9,103.1,486.3,103.4,14.1,33.6,47.7,4,3,True,False,False,False,False,570.5,1.136,TR0222,15
480,0,36.9,104.3,508.7,105.7,15.2,29.9,71.4,2,3,True,False,False,False,False,599.3,0.959,TR0222,16
510,0,36.9,105.5,531.0,104.4,16.1,23.3,63.6,3,3,True,False,False,False,False,629.2,0.998,TR0222,17
540,0,36.9,106.7,563.1,109.4,16.3,19.7,77.0,3,0,True,False,False,False,False,659.6,1.014,TR0222,18
570,0,36.9,107.9,587.8,106.2,17.4,15.6,50.2,3,0,True,False,False,False,False,688.9,0.976,TR0222,19
600,0,36.9,108.9,602.9,111.8,18.1,18.0,71.6,2,0,True,False,False,False,False,714.3,0.848,TR0222,20
630,0,36.9,110.0,634.4,109.1,18.5,19.3,48.0,2,1,True,False,False,False,False,742.7,0.945,TR0222,21
660,0,36.9,111.2,658.3,113.3,19.6,19.1,67.7,3,1,True,False,False,False,False,771.5,0.96,TR0222,22
0,1,41.8,79.0,32.4,78.3,1.5,19.9,72.7,2,2,True,False,False,False,False,41.8,0.0,TR0223,0
30,1,41.8,81.1,78.5,81.3,2.3,17.0,79.0,4,3,True,False,False,False,False,92.9,1.702,TR0223,1
60,1,41.8,82.9,118.0,83.1,3.5,31.1,66.6,3,3,True,False,False,False,False,137.7,1.494,TR0223,2
90,1,41.8,84.6,152.8,87.3,4.5,26.0,72.0,3,3,True,False,False,False,False,181.8,1.469,TR0223,3
120,1,41.8,86.4,188.2,87.5,5.3,16.4,49.8,3,0,True,False,False,False,False,225.3,1.449,TR0223,4
150,1,41.8,87.9,228.1,90.5,6.6,18.1,61.9,1,0,True,False,False,False,False,262.5,1.242,TR0223,5
180,1,41.8,89.4,254.7,90.1,7.7,28.8,67.9,2,0,True,False,False,False,False,300.7,1.275,TR0223,6
210,1,41.8,91.1,297.3,91.7,8.4,29.5,44.4,4,1,True,False,False,False,False,343.9,1.439,TR0223,7
240,1,41.8,92.6,327.7,93.3,9.5,21.4,55.6,2,1,True,False,False,False,False,382.2,1.277,TR0223,8
270,1,41.8,94.2,361.4,93.9,10.1,34.4,55.1,3,1,True,False,False,False,False,421.2,1.299,TR0223,9
300,1,41.8,95.7,392.7,93.8,11.3,32.4,79.1,4,2,True,False,False,False,False,458.5,1.245,TR0223,10
330,1,41.8,97.1,415.7,95.8,12.0,31.2,58.9,3,2,True,False,False,False,False,494.6,1.203,TR0223,11
360,1,41.8,98.5,448.8,97.6,13.1,24.4,68.1,4,2,True,False,False,False,False,529.8,1.172,TR0223,12
390,1,41.8,100.1,485.0,99.3,13.9,31.0,43.4,4,3,True,False,False,False,False,568.5,1.29,TR0223,13
420,1,41.8,101.3,512.7,104.3,15.2,16.0,47.3,1,3,True,False,False,False,False,599.1,1.021,TR0223,14
450,1,41.8,102.3,532.3,100.9,15.5,16.7,43.3,0,3,True,False,False,False,False,624.2,0.837,TR0223,15
480,1,41.8,103.7,556.1,103.8,16.7,30.8,60.0,4,0,True,False,False,False,False,659.8,1.185,TR0223,16
510,1,41.8,105.1,588.7,104.0,17.4,33.5,55.1,4,0,True,False,False,False,False,693.9,1.139,TR0223,17
540,1,41.8,106.4,617.9,105.4,17.9,28.4,71.4,2,0,True,False,False,False,False,725.3,1.046,TR0223,18
570,1,41.8,107.7,643.1,110.2,19.1,20.1,61.8,3,1,True,False,False,False,False,757.9,1.085,TR0223,19
600,1,41.8,109.0,677.0,107.3,20.1,16.0,40.8,3,1,True,False,False,False,False,791.0,1.105,TR0223,20
630,1,41.8,110.2,699.6,112.8,20.2,17.1,61.3,3,1,True,False,False,False,False,821.6,1.021,TR0223,21
660,1,41.8,111.4,719.4,111.6,21.5,18.3,61.7,4,2,True,False,False,False,False,850.8,0.971,TR0223,22
690,1,41.8,112.5,742.0,113.0,21.8,18.0,56.1,3,2,True,False,False,False,False,878.0,0.906,TR0223,23
0,0,46.6,80.0,37.4,82.7,0.8,19.3,53.9,3,0,False,False,True,False,False,46.6,0.0,TR0224,0
30,0,46.6,81.9,74.4,82.3,2.2,21.7,62.1,3,0,False,False,True,False,False,93.2,1.553,TR0224,1
60,0,46.6,83.5,115.1,85.2,3.8,21.5,61.0,1,1,False,False,True,False,False,133.4,1.34,TR0224,2
90,0,46.6,85.2,152.7,85.6,4.4,25.5,40.6,2,1,False,False,True,False,False,176.4,1.432,TR0224,3
0,1,28.3,70.4,28.9,71.7,0.2,19.8,59.2,3,3,False,False,False,True,False,28.3,0.0,TR0225,0
30,1,28.3,72.2,61.9,70.3,1.5,21.9,57.2,3,0,False,False,False,True,False,73.9,1.518,TR0225,1
60,1,28.3,74.0,100.0,76.6,2.7,32.5,72.7,2,0,False,False,False,True,False,117.9,1.469,TR0225,2
90,1,28.3,75.6,132.1,77.5,3.6,26.7,53.6,2,0,False,False,False,True,False,157.9,1.33,TR0225,3
120,1,28.3,77.4,172.1,77.4,5.0,26.4,63.2,2,1,False,False,False,True,False,201.8,1.464,TR0225,4
150,1,28.3,79.0,208.7,80.0,6.4,32.2,69.1,1,1,False,False,False,True,False,241.8,1.335,TR0225,5
0,1,39.3,77.2,35.7,76.6,0.7,19.0,52.4,2,2,True,False,False,False,False,39.3,0.0,TR0226,0
30,1,39.3,78.5,64.0,78.4,1.9,31.5,55.5,0,3,True,False,False,False,False,72.5,1.105,TR0226,1
60,1,39.3,80.1,95.3,82.5,2.4,33.0,69.5,1,3,True,False,False,False,False,113.8,1.379,TR0226,2
90,1,39.3,81.4,124.8,79.9,4.0,31.6,73.5,0,3,True,False,False,False,False,145.8,1.065,TR0226,3
120,1,39.3,83.0,153.7,81.0,4.4,25.9,71.1,2,0,True,False,False,False,False,185.8,1.334,TR0226,4
150,1,39.3,84.8,195.2,85.9,6.2,32.7,70.1,3,0,True,False,False,False,False,229.4,1.452,TR0226,5
180,1,39.3,86.2,231.1,84.6,7.0,18.4,42.3,2,0,True,False,False,False,False,266.4,1.236,TR0226,6
210,1,39.3,88.1,268.6,86.1,7.6,26.4,72.1,4,1,True,False,False,False,False,312.5,1.534,TR0226,7
240,1,39.3,89.9,300.6,88.7,8.6,15.9,42.4,4,1,True,False,False,False,False,358.0,1.518,TR0226,8
270,1,39.3,91.5,338.9,92.6,9.9,27.8,62.7,2,1,True,False,False,False,False,397.7,1.325,TR0226,9
0,0,40.3,83.5,30.4,81.9,1.5,26.1,79.0,3,1,False,False,True,False,False,40.3,0.0,TR0227,0
30,0,40.3,85.4,74.8,88.1,2.2,17.9,67.3,3,2,False,False,True,False,False,85.5,1.507,TR0227,1
60,0,40.3,87.0,111.9,87.8,2.9,24.4,48.6,2,2,False,False,True,False,False,125.9,1.344,TR0227,2
90,0,40.3,88.7,146.0,91.2,4.7,20.9,50.7,4,2,False,False,True,False,False,169.3,1.45,TR0227,3
120,0,40.3,90.4,180.4,90.0,5.0,33.3,40.2,2,3,False,False,True,False,False,210.6,1.376,TR0227,4
150,0,40.3,92.0,218.0,92.5,6.4,29.7,46.2,2,3,False,False,True,False,False,252.1,1.383,TR0227,5
180,0,40.3,93.8,253.3,94.7,7.6,27.4,59.2,3,3,False,False,True,False,False,295.7,1.453,TR0227,6
210,0,40.3,95.0,272.5,93.6,8.1,25.1,55.8,0,0,False,False,True,False,False,325.6,0.995,TR0227,7
240,0,40.3,96.6,308.8,97.1,9.0,18.5,72.0,3,0,False,False,True,False,False,366.0,1.348,TR0227,8
270,0,40.3,98.1,345.6,96.5,10.1,28.8,40.4,3,0,False,False,True,False,False,404.8,1.294,TR0227,9
