id,hayvanId,tarih,yasAy,kilo,boy,gogusEevresi,kalcaYuksekligi,saglikDurumu,yemMiktari,sicaklik,nem,mevsim,notlar,gunlukArtis
GK019903,TR0199,2024-01-18,2,126.4,87.2,112.1,86.5,Zayıf,3.5,34.9,79.3,Kış,"Simental - 2 aylık, Zayıf sağlık",1.278
GK019904,TR0199,2024-02-17,3,171.8,89.0,146.0,91.8,İyi,4.4,34.3,68.7,Kış,"Simental - 3 aylık, İyi sağlık",1.514
GK019905,TR0199,2024-03-18,4,220.3,90.9,185.6,92.8,İyi,5.5,32.6,65.6,İlkbahar,"Simental - 4 aylık, İyi sağlık",1.617
GK019906,TR0199,2024-04-17,5,265.2,92.7,222.8,91.5,Normal,6.5,15.4,67.2,İlkbahar,"Simental - 5 aylık, Normal sağlık",1.497
GK019907,TR0199,2024-05-17,6,307.0,94.4,257.6,93.3,Normal,7.9,28.5,70.7,İlkbahar,"Simental - 6 aylık, Normal sağlık",1.392
GK019908,TR0199,2024-06-16,7,347.5,96.0,291.8,98.2,Mükemmel,8.2,16.7,72.2,Yaz,"Simental - 7 aylık, Mükemmel sağlık",1.35
GK019909,TR0199,2024-07-16,8,387.0,97.6,333.0,97.9,İyi,10.1,18.6,41.7,Yaz,"Simental - 8 aylık, İyi sağlık",1.317
GK019910,TR0199,2024-08-15,9,429.1,99.3,367.0,100.1,Mükemmel,10.6,21.7,60.6,Yaz,"Simental - 9 aylık, Mükemmel sağlık",1.402
GK019911,TR0199,2024-09-14,10,469.6,100.9,402.9,102.4,Mükemmel,11.4,32.7,47.9,Sonbahar,"Simental - 10 aylık, Mükemmel sağlık",1.35
GK019912,TR0199,2024-10-14,11,503.1,102.2,431.2,104.7,Zayıf,12.9,25.0,48.9,Sonbahar,"Simental - 11 aylık, Zayıf sağlık",1.119
GK019913,TR0199,2024-11-13,12,541.4,103.8,458.1,106.4,İyi,13.9,31.7,73.6,Sonbahar,"Simental - 12 aylık, İyi sağlık",1.274
GK019914,TR0199,2024-12-13,13,581.0,105.3,489.7,106.7,Mükemmel,14.8,30.6,64.5,Kış,"Simental - 13 aylık, Mükemmel sağlık",1.323
GK019915,TR0199,2025-01-12,14,611.2,106.6,523.2,105.6,Zayıf,15.6,23.8,64.7,Kış,"Simental - 14 aylık, Zayıf sağlık",1.004
GK019916,TR0199,2025-02-11,15,646.1,107.9,550.1,107.3,Normal,16.2,22.3,40.1,Kış,"Simental - 15 aylık, Normal sağlık",1.164
GK019917,TR0199,2025-03-13,16,684.3,109.5,584.7,111.2,İyi,17.5,20.2,55.1,İlkbahar,"Simental - 16 aylık, İyi sağlık",1.276
GK019918,TR0199,2025-04-12,17,721.7,111.0,609.4,109.3,Mükemmel,18.3,29.1,45.0,İlkbahar,"Simental - 17 aylık, Mükemmel sağlık",1.246
GK020001,TR0200,2023-10-16,0,42.6,74.3,36.1,76.2,İyi,0.9,25.9,61.6,Sonbahar,"Simental - 0 aylık, İyi sağlık",0.0
GK020002,TR0200,2023-11-15,1,93.7,76.4,75.0,75.7,İyi,2.6,27.8,65.5,Sonbahar,"Simental - 1 aylık, İyi sağlık",1.701
GK020003,TR0200,2023-12-15,2,143.0,78.3,125.8,77.4,İyi,3.8,33.3,65.0,Kış,"Simental - 2 aylık, İyi sağlık",1.646
GK020004,TR0200,2024-01-14,3,193.9,80.4,162.7,80.7,İyi,4.4,29.2,43.6,Kış,"Simental - 3 aylık, İyi sağlık",1.696
GK020005,TR0200,2024-02-13,4,244.4,82.4,206.5,81.2,Mükemmel,6.3,30.7,41.7,Kış,"Simental - 4 aylık, Mükemmel sağlık",1.682
GK020006,TR0200,2024-03-14,5,281.0,83.9,241.1,83.9,Hasta,6.6,19.1,47.7,İlkbahar,"Simental - 5 aylık, Hasta sağlık",1.222
GK020007,TR0200,2024-04-13,6,323.1,85.5,272.5,86.4,Zayıf,8.2,20.9,68.7,İlkbahar,"Simental - 6 aylık, Zayıf sağlık",1.402
GK020008,TR0200,2024-05-13,7,367.5,87.3,313.4,88.0,Normal,8.9,34.2,77.6,İlkbahar,"Simental - 7 aylık, Normal sağlık",1.48
GK020009,TR0200,2024-06-12,8,408.6,89.0,349.9,91.0,Normal,10.2,25.7,59.2,Yaz,"Simental - 8 aylık, Normal sağlık",1.37
GK020010,TR0200,2024-07-12,9,454.6,90.8,387.4,92.7,Mükemmel,11.5,33.4,55.1,Yaz,"Simental - 9 aylık, Mükemmel sağlık",1.534
GK020011,TR0200,2024-08-11,10,494.2,92.4,415.6,92.1,Normal,12.6,20.4,69.9,Yaz,"Simental - 10 aylık, Normal sağlık",1.318
GK020012,TR0200,2024-09-10,11,539.6,94.2,458.4,93.7,İyi,13.8,29.3,49.3,Sonbahar,"Simental - 11 aylık, İyi sağlık",1.514
GK020013,TR0200,2024-10-10,12,581.4,95.9,493.2,95.7,İyi,14.4,18.2,55.0,Sonbahar,"Simental - 12 aylık, İyi sağlık",1.394
GK020014,TR0200,2024-11-09,13,618.7,97.4,523.1,98.3,Zayıf,15.1,33.7,43.0,Sonbahar,"Simental - 13 aylık, Zayıf sağlık",1.244
GK020015,TR0200,2024-12-09,14,656.3,98.9,561.2,99.2,İyi,16.2,26.8,65.7,Kış,"Simental - 14 aylık, İyi sağlık",1.253
GK020016,TR0200,2025-01-08,15,693.9,100.4,590.3,98.6,Normal,17.8,28.0,70.0,Kış,"Simental - 15 aylık, Normal sağlık",1.253
GK020017,TR0200,2025-02-07,16,731.4,101.9,618.3,101.1,İyi,18.7,26.1,51.5,Kış,"Simental - 16 aylık, İyi sağlık",1.252
GK020018,TR0200,2025-03-09,17,770.0,103.4,653.0,106.1,İyi,19.5,15.5,49.2,İlkbahar,"Simental - 17 aylık, İyi sağlık",1.286
GK020019,TR0200,2025-04-08,18,810.0,105.0,691.4,104.1,Mükemmel,20.2,22.1,70.8,İlkbahar,"Simental - 18 aylık, Mükemmel sağlık",1.332
GK020020,TR0200,2025-05-08,19,846.8,106.5,718.7,106.1,Normal,21.7,32.1,70.1,İlkbahar,"Simental - 19 aylık, Normal sağlık",1.229
GK020101,TR0201,2023-11-17,0,42.3,81.5,34.2,79.9,Zayıf,1.4,33.4,67.8,Sonbahar,"Siyah Alaca - 0 aylık, Zayıf sağlık",0.0
GK020102,TR0201,2023-12-17,1,91.9,83.5,79.9,82.3,İyi,2.2,19.7,72.5,Kış,"Siyah Alaca - 1 aylık, İyi sağlık",1.653
GK020103,TR0201,2024-01-16,2,140.8,85.4,122.0,86.0,İyi,3.5,17.5,51.0,Kış,"Siyah Alaca - 2 aylık, İyi sağlık",1.63
GK020104,TR0201,2024-02-15,3,187.8,87.3,162.7,85.4,Normal,4.3,25.3,73.9,Kış,"Siyah Alaca - 3 aylık, Normal sağlık",1.566
GK020105,TR0201,2024-03-16,4,237.4,89.3,203.4,91.9,İyi,5.8,16.3,58.1,İlkbahar,"Siyah Alaca - 4 aylık, İyi sağlık",1.654
GK020106,TR0201,2024-04-15,5,287.7,91.3,245.8,89.5,İyi,6.7,20.0,53.0,İlkbahar,"Siyah Alaca - 5 aylık, İyi sağlık",1.677
GK020107,TR0201,2024-05-15,6,328.0,92.9,274.6,91.6,Zayıf,7.9,32.9,75.3,İlkbahar,"Siyah Alaca - 6 aylık, Zayıf sağlık",1.341
GK020108,TR0201,2024-06-14,7,369.3,94.6,317.4,95.5,İyi,9.4,29.8,48.5,Yaz,"Siyah Alaca - 7 aylık, İyi sağlık",1.377
GK020109,TR0201,2024-07-14,8,406.4,96.0,349.0,96.4,Zayıf,10.7,32.2,73.3,Yaz,"Siyah Alaca - 8 aylık, Zayıf sağlık",1.239
GK020110,TR0201,2024-08-13,9,440.6,97.4,378.9,99.7,Zayıf,11.4,34.5,61.0,Yaz,"Siyah Alaca - 9 aylık, Zayıf sağlık",1.137
GK020111,TR0201,2024-09-12,10,485.2,99.2,408.9,97.6,Mükemmel,12.2,18.7,46.0,Sonbahar,"Siyah Alaca - 10 aylık, Mükemmel sağlık",1.49
GK020112,TR0201,2024-10-12,11,529.0,100.9,453.7,101.2,Mükemmel,13.6,23.2,60.9,Sonbahar,"Siyah Alaca - 11 aylık, Mükemmel sağlık",1.458
GK020113,TR0201,2024-11-11,12,569.3,102.6,481.6,102.6,Normal,13.9,22.5,66.3,Sonbahar,"Siyah Alaca - 12 aylık, Normal sağlık",1.343
GK020114,TR0201,2024-12-11,13,608.6,104.1,519.5,105.6,İyi,15.4,34.8,66.0,Kış,"Siyah Alaca - 13 aylık, İyi sağlık",1.309
GK020115,TR0201,2025-01-10,14,646.3,105.6,550.4,107.4,Normal,16.3,31.1,75.8,Kış,"Siyah Alaca - 14 aylık, Normal sağlık",1.259
GK020116,TR0201,2025-02-09,15,684.3,107.2,583.9,108.9,İyi,17.4,24.0,77.0,Kış,"Siyah Alaca - 15 aylık, İyi sağlık",1.266
GK020117,TR0201,2025-03-11,16,722.6,108.7,614.0,107.1,İyi,18.5,32.4,69.8,İlkbahar,"Siyah Alaca - 16 aylık, İyi sağlık",1.277
GK020118,TR0201,2025-04-10,17,760.7,110.2,644.5,111.4,Normal,18.8,26.1,52.9,İlkbahar,"Siyah Alaca - 17 aylık, Normal sağlık",1.271
GK020201,TR0202,2023-03-01,0,52.8,84.6,49.8,86.8,Mükemmel,1.8,28.8,63.3,İlkbahar,"Şarole - 0 aylık, Mükemmel sağlık",0.0
GK020202,TR0202,2023-03-31,1,97.0,86.3,85.4,86.1,Normal,2.9,26.9,60.0,İlkbahar,"Şarole - 1 aylık, Normal sağlık",1.473
GK020203,TR0202,2023-04-30,2,139.2,88.0,114.3,89.9,Zayıf,3.7,19.2,52.5,İlkbahar,"Şarole - 2 aylık, Zayıf sağlık",1.407
GK020204,TR0202,2023-05-30,3,181.3,89.7,150.1,88.6,Normal,4.1,26.1,69.8,İlkbahar,"Şarole - 3 aylık, Normal sağlık",1.405
GK020205,TR0202,2023-06-29,4,222.3,91.3,193.9,90.5,İyi,5.8,15.1,74.9,Yaz,"Şarole - 4 aylık, İyi sağlık",1.366
GK020206,TR0202,2023-07-29,5,263.8,93.0,220.1,95.1,İyi,6.8,17.4,56.4,Yaz,"Şarole - 5 aylık, İyi sağlık",1.382
GK020207,TR0202,2023-08-28,6,305.5,94.7,255.9,95.3,Mükemmel,7.4,26.2,63.4,Yaz,"Şarole - 6 aylık, Mükemmel sağlık",1.39
GK020208,TR0202,2023-09-27,7,348.3,96.4,295.4,95.2,İyi,8.3,15.7,58.8,Sonbahar,"Şarole - 7 aylık, İyi sağlık",1.428
GK020209,TR0202,2023-10-27,8,387.8,98.0,326.9,97.7,Normal,9.9,26.7,70.9,Sonbahar,"Şarole - 8 aylık, Normal sağlık",1.315
GK020210,TR0202,2023-11-26,9,427.6,99.6,359.1,102.4,Mükemmel,11.1,33.5,56.4,Sonbahar,"Şarole - 9 aylık, Mükemmel sağlık",1.329
GK020211,TR0202,2023-12-26,10,463.2,101.0,397.4,101.1,Normal,11.6,34.6,70.8,Kış,"Şarole - 10 aylık, Normal sağlık",1.184
GK020212,TR0202,2024-01-25,11,499.7,102.4,428.3,100.8,Normal,12.5,16.4,74.7,Kış,"Şarole - 11 aylık, Normal sağlık",1.217
GK020213,TR0202,2024-02-24,12,533.2,103.8,449.2,104.1,Normal,12.9,34.5,76.1,Kış,"Şarole - 12 aylık, Normal sağlık",1.119
GK020214,TR0202,2024-03-25,13,575.3,105.5,493.7,104.5,Mükemmel,14.8,18.5,78.3,İlkbahar,"Şarole - 13 aylık, Mükemmel sağlık",1.403
GK020215,TR0202,2024-04-24,14,610.8,106.9,517.4,106.8,İyi,15.4,22.1,66.5,İlkbahar,"Şarole - 14 aylık, İyi sağlık",1.182
GK020216,TR0202,2024-05-24,15,645.2,108.3,550.2,109.4,İyi,16.2,21.1,72.0,İlkbahar,"Şarole - 15 aylık, İyi sağlık",1.149
GK020217,TR0202,2024-06-23,16,678.6,109.6,581.0,112.6,İyi,16.7,16.7,65.6,Yaz,"Şarole - 16 aylık, İyi sağlık",1.113
GK020218,TR0202,2024-07-23,17,708.6,110.8,602.8,113.3,İyi,17.5,30.1,63.9,Yaz,"Şarole - 17 aylık, İyi sağlık",0.999
GK020219,TR0202,2024-08-22,18,737.8,112.0,630.4,112.4,İyi,18.8,15.7,49.9,Yaz,"Şarole - 18 aylık, İyi sağlık",0.971
GK020220,TR0202,2024-09-21,19,769.4,113.2,652.5,114.5,Normal,18.7,30.7,77.3,Sonbahar,"Şarole - 19 aylık, Normal sağlık",1.055
GK020221,TR0202,2024-10-21,20,800.4,114.5,685.0,113.9,Mükemmel,19.8,33.4,47.8,Sonbahar,"Şarole - 20 aylık, Mükemmel sağlık",1.034
GK020222,TR0202,2024-11-20,21,830.2,115.7,701.8,115.0,İyi,21.2,20.2,52.9,Sonbahar,"Şarole - 21 aylık, İyi sağlık",0.993
GK020223,TR0202,2024-12-20,22,850.3,116.5,724.1,116.9,Hasta,21.4,24.0,73.5,Kış,"Şarole - 22 aylık, Hasta sağlık",0.669
GK020224,TR0202,2025-01-19,23,881.0,117.7,750.3,116.0,Mükemmel,22.2,29.2,47.7,Kış,"Şarole - 23 aylık, Mükemmel sağlık",1.023
GK020301,TR0203,2023-05-05,0,40.5,80.8,37.8,83.4,Normal,0.9,25.0,55.6,İlkbahar,"Esmer - 0 aylık, Normal sağlık",0.0
GK020302,TR0203,2023-06-04,1,84.3,82.5,73.1,85.0,İyi,2.5,15.7,60.9,Yaz,"Esmer - 1 aylık, İyi sağlık",1.46
GK020303,TR0203,2023-07-04,2,129.4,84.3,105.9,87.0,Mükemmel,3.6,19.8,59.7,Yaz,"Esmer - 2 aylık, Mükemmel sağlık",1.503
GK020304,TR0203,2023-08-03,3,170.8,86.0,149.7,89.0,Normal,4.5,15.4,76.4,Yaz,"Esmer - 3 aylık, Normal sağlık",1.38
GK020305,TR0203,2023-09-02,4,214.7,87.8,180.5,90.6,Normal,5.7,15.8,44.1,Sonbahar,"Esmer - 4 aylık, Normal sağlık",1.463
GK020306,TR0203,2023-10-02,5,245.9,89.0,204.8,89.9,Hasta,6.2,32.4,77.4,Sonbahar,"Esmer - 5 aylık, Hasta sağlık",1.039
GK020307,TR0203,2023-11-01,6,286.5,90.6,238.6,90.2,İyi,7.0,25.8,44.1,Sonbahar,"Esmer - 6 aylık, İyi sağlık",1.355
GK020308,TR0203,2023-12-01,7,319.6,92.0,268.8,92.4,Zayıf,8.1,29.8,70.4,Kış,"Esmer - 7 aylık, Zayıf sağlık",1.104
GK020309,TR0203,2023-12-31,8,355.3,93.4,302.1,96.3,Normal,9.3,18.3,61.8,Kış,"Esmer - 8 aylık, Normal sağlık",1.189
GK020310,TR0203,2024-01-30,9,391.1,94.8,336.9,96.6,Normal,10.2,34.5,52.2,Kış,"Esmer - 9 aylık, Normal sağlık",1.192
GK020311,TR0203,2024-02-29,10,429.8,96.4,366.0,94.9,İyi,10.9,25.5,76.5,Kış,"Esmer - 10 aylık, İyi sağlık",1.291
GK020312,TR0203,2024-03-30,11,467.5,97.9,400.8,99.2,İyi,11.8,20.6,73.1,İlkbahar,"Esmer - 11 aylık, İyi sağlık",1.256
GK020313,TR0203,2024-04-29,12,499.8,99.2,429.4,98.7,Zayıf,12.1,21.7,49.3,İlkbahar,"Esmer - 12 aylık, Zayıf sağlık",1.079
GK020314,TR0203,2024-05-29,13,537.9,100.7,453.5,99.2,Normal,13.9,23.7,41.3,İlkbahar,"Esmer - 13 aylık, Normal sağlık",1.269
GK020315,TR0203,2024-06-28,14,572.5,102.1,485.0,105.0,İyi,14.2,27.6,51.6,Yaz,"Esmer - 14 aylık, İyi sağlık",1.155
GK020316,TR0203,2024-07-28,15,609.0,103.5,520.0,106.2,Mükemmel,15.7,28.4,70.7,Yaz,"Esmer - 15 aylık, Mükemmel sağlık",1.214
GK020317,TR0203,2024-08-27,16,641.7,104.8,550.2,104.0,İyi,15.9,32.1,79.8,Yaz,"Esmer - 16 aylık, İyi sağlık",1.092
GK020318,TR0203,2024-09-26,17,671.5,106.0,574.7,106.5,Zayıf,16.3,29.2,69.5,Sonbahar,"Esmer - 17 aylık, Zayıf sağlık",0.993
GK020319,TR0203,2024-10-26,18,695.3,107.0,593.6,106.8,Hasta,17.0,33.2,46.7,Sonbahar,"Esmer - 18 aylık, Hasta sağlık",0.793
GK020320,TR0203,2024-11-25,19,728.7,108.3,617.5,109.0,Mükemmel,18.1,21.0,72.1,Sonbahar,"Esmer - 19 aylık, Mükemmel sağlık",1.113
GK020321,TR0203,2024-12-25,20,759.2,109.5,649.2,109.5,Normal,19.2,23.1,65.1,Kış,"Esmer - 20 aylık, Normal sağlık",1.017
GK020322,TR0203,2025-01-24,21,787.4,110.7,673.4,113.0,Normal,19.6,15.5,40.2,Kış,"Esmer - 21 aylık, Normal sağlık",0.941
GK020323,TR0203,2025-02-23,22,815.3,111.8,693.6,110.6,İyi,20.7,23.7,59.0,Kış,"Esmer - 22 aylık, İyi sağlık",0.93
GK020324,TR0203,2025-03-25,23,844.0,112.9,713.9,111.2,Normal,20.8,31.1,51.8,İlkbahar,"Esmer - 23 aylık, Normal sağlık",0.956
GK020401,TR0204,2024-03-22,0,48.5,71.8,40.3,72.9,Mükemmel,1.6,18.9,53.4,İlkbahar,"Şarole - 0 aylık, Mükemmel sağlık",0.0
GK020402,TR0204,2024-04-21,1,98.6,73.8,81.0,74.0,İyi,2.3,30.6,58.7,İlkbahar,"Şarole - 1 aylık, İyi sağlık",1.671
GK020403,TR0204,2024-05-21,2,155.7,76.1,128.1,75.3,Mükemmel,3.8,19.6,57.2,İlkbahar,"Şarole - 2 aylık, Mükemmel sağlık",1.906
GK020404,TR0204,2024-06-20,3,202.5,77.9,176.7,79.6,İyi,4.7,34.0,40.2,Yaz,"Şarole - 3 aylık, İyi sağlık",1.559
GK020405,TR0204,2024-07-20,4,246.5,79.7,205.4,82.3,İyi,5.8,17.4,66.9,Yaz,"Şarole - 4 aylık, İyi sağlık",1.467
GK020406,TR0204,2024-08-19,5,290.7,81.5,245.1,81.9,İyi,7.6,32.7,55.4,Yaz,"Şarole - 5 aylık, İyi sağlık",1.472
GK020407,TR0204,2024-09-18,6,333.3,83.2,281.1,85.5,Normal,8.8,33.8,57.0,Sonbahar,"Şarole - 6 aylık, Normal sağlık",1.42
GK020408,TR0204,2024-10-18,7,381.5,85.1,325.8,84.8,Mükemmel,9.6,31.4,60.0,Sonbahar,"Şarole - 7 aylık, Mükemmel sağlık",1.605
GK020409,TR0204,2024-11-17,8,426.3,86.9,358.3,85.9,Normal,10.7,34.4,72.8,Sonbahar,"Şarole - 8 aylık, Normal sağlık",1.495
GK020410,TR0204,2024-12-17,9,469.9,88.6,395.8,90.6,Mükemmel,11.9,31.3,50.1,Kış,"Şarole - 9 aylık, Mükemmel sağlık",1.453
GK020411,TR0204,2025-01-16,10,511.0,90.3,437.7,90.7,Normal,12.5,24.8,64.2,Kış,"Şarole - 10 aylık, Normal sağlık",1.37
GK020412,TR0204,2025-02-15,11,550.8,91.9,467.0,93.7,İyi,14.0,17.6,43.1,Kış,"Şarole - 11 aylık, İyi sağlık",1.327
GK020413,TR0204,2025-03-17,12,593.6,93.6,505.2,94.7,Mükemmel,15.0,28.8,74.0,İlkbahar,"Şarole - 12 aylık, Mükemmel sağlık",1.426
GK020414,TR0204,2025-04-16,13,637.2,95.3,545.2,93.9,İyi,16.3,18.9,51.2,İlkbahar,"Şarole - 13 aylık, İyi sağlık",1.455
GK020501,TR0205,2023-01-09,0,36.6,76.2,29.1,75.2,Normal,1.0,29.1,50.8,Kış,"Esmer - 0 aylık, Normal sağlık",0.0
GK020502,TR0205,2023-02-08,1,80.0,77.9,63.2,80.8,Mükemmel,2.2,26.2,49.7,Kış,"Esmer - 1 aylık, Mükemmel sağlık",1.447
GK020503,TR0205,2023-03-10,2,120.8,79.6,98.2,78.9,İyi,3.5,23.2,55.2,İlkbahar,"Esmer - 2 aylık, İyi sağlık",1.36
GK020504,TR0205,2023-04-09,3,161.3,81.2,136.9,82.4,Normal,3.8,25.5,44.3,İlkbahar,"Esmer - 3 aylık, Normal sağlık",1.35
GK020505,TR0205,2023-05-09,4,202.9,82.9,177.3,84.4,Normal,5.3,24.9,56.2,İlkbahar,"Esmer - 4 aylık, Normal sağlık",1.384
GK020506,TR0205,2023-06-08,5,243.3,84.5,209.0,83.8,Mükemmel,5.6,22.6,75.1,Yaz,"Esmer - 5 aylık, Mükemmel sağlık",1.349
GK020507,TR0205,2023-07-08,6,281.4,86.0,234.5,88.7,İyi,7.0,34.7,43.9,Yaz,"Esmer - 6 aylık, İyi sağlık",1.269
GK020508,TR0205,2023-08-07,7,316.4,87.4,270.8,86.6,Normal,8.1,33.5,56.6,Yaz,"Esmer - 7 aylık, Normal sağlık",1.165
GK020509,TR0205,2023-09-06,8,353.6,88.9,303.3,87.3,İyi,8.6,28.3,73.1,Sonbahar,"Esmer - 8 aylık, İyi sağlık",1.241
GK020510,TR0205,2023-10-06,9,388.3,90.3,333.2,91.8,İyi,10.2,32.4,68.3,Sonbahar,"Esmer - 9 aylık, İyi sağlık",1.157
GK020511,TR0205,2023-11-05,10,424.2,91.7,357.7,91.4,Mükemmel,10.4,28.8,78.4,Sonbahar,"Esmer - 10 aylık, Mükemmel sağlık",1.197
GK020512,TR0205,2023-12-05,11,456.7,93.0,383.2,91.5,İyi,11.2,24.9,63.6,Kış,"Esmer - 11 aylık, İyi sağlık",1.083
GK020513,TR0205,2024-01-04,12,492.8,94.5,421.9,95.4,Mükemmel,11.9,27.3,45.6,Kış,"Esmer - 12 aylık, Mükemmel sağlık",1.204
GK020514,TR0205,2024-02-03,13,521.5,95.6,439.7,94.5,Zayıf,13.1,26.2,59.3,Kış,"Esmer - 13 aylık, Zayıf sağlık",0.956
GK020515,TR0205,2024-03-04,14,546.5,96.6,465.0,95.5,Hasta,14.0,33.8,72.7,İlkbahar,"Esmer - 14 aylık, Hasta sağlık",0.833
GK020516,TR0205,2024-04-03,15,576.6,97.8,490.4,97.4,Zayıf,14.5,20.6,48.9,İlkbahar,"Esmer - 15 aylık, Zayıf sağlık",1.003
GK020517,TR0205,2024-05-03,16,607.5,99.0,511.7,97.8,İyi,15.3,29.1,41.2,İlkbahar,"Esmer - 16 aylık, İyi sağlık",1.03
GK020518,TR0205,2024-06-02,17,635.7,100.2,543.6,100.4,İyi,15.5,16.5,58.4,Yaz,"Esmer - 17 aylık, İyi sağlık",0.938
GK020519,TR0205,2024-07-02,18,661.9,101.2,562.1,100.8,Normal,16.9,28.4,62.1,Yaz,"Esmer - 18 aylık, Normal sağlık",0.874
GK020520,TR0205,2024-08-01,19,689.1,102.3,590.0,103.6,Normal,16.9,28.9,40.4,Yaz,"Esmer - 19 aylık, Normal sağlık",0.906
GK020521,TR0205,2024-08-31,20,715.3,103.4,609.0,105.5,İyi,17.5,22.8,42.8,Yaz,"Esmer - 20 aylık, İyi sağlık",0.876
GK020522,TR0205,2024-09-30,21,742.9,104.5,633.5,106.1,İyi,18.7,26.5,69.6,Sonbahar,"Esmer - 21 aylık, İyi sağlık",0.92
GK020523,TR0205,2024-10-30,22,768.2,105.5,656.6,108.1,Normal,19.5,23.6,66.6,Sonbahar,"Esmer - 22 aylık, Normal sağlık",0.842
GK020524,TR0205,2024-11-29,23,796.4,106.6,680.2,107.1,Mükemmel,20.3,25.9,73.0,Sonbahar,"Esmer - 23 aylık, Mükemmel sağlık",0.939
GK020601,TR0206,2025-04-01,0,29.7,81.2,21.9,79.6,Hasta,0.7,23.5,70.9,İlkbahar,"Yerli Kara - 0 aylık, Hasta sağlık",0.0
GK020602,TR0206,2025-05-01,1,64.8,82.6,60.1,84.6,Hasta,1.5,30.3,59.3,İlkbahar,"Yerli Kara - 1 aylık, Hasta sağlık",1.172
GK020701,TR0207,2025-04-25,0,34.3,84.2,31.6,82.3,İyi,0.8,27.9,43.4,İlkbahar,"Esmer - 0 aylık, İyi sağlık",0.0
GK020702,TR0207,2025-05-25,1,71.4,85.6,55.8,87.5,Zayıf,1.6,24.6,67.8,İlkbahar,"Esmer - 1 aylık, Zayıf sağlık",1.237
GK020801,TR0208,2022-07-16,0,47.1,81.0,42.0,81.8,Normal,0.7,34.9,47.0,Yaz,"Şarole - 0 aylık, Normal sağlık",0.0
GK020802,TR0208,2022-08-15,1,88.7,82.7,77.6,81.2,İyi,2.4,28.3,49.1,Yaz,"Şarole - 1 aylık, İyi sağlık",1.384
GK020803,TR0208,2022-09-14,2,134.8,84.5,112.2,83.2,İyi,3.0,31.6,63.6,Sonbahar,"Şarole - 2 aylık, İyi sağlık",1.538
GK020804,TR0208,2022-10-14,3,176.6,86.2,150.0,85.3,Normal,4.6,29.7,60.1,Sonbahar,"Şarole - 3 aylık, Normal sağlık",1.395
GK020805,TR0208,2022-11-13,4,223.3,88.1,189.5,89.3,İyi,5.2,16.0,69.9,Sonbahar,"Şarole - 4 aylık, İyi sağlık",1.554
GK020806,TR0208,2022-12-13,5,262.5,89.7,219.6,90.0,Normal,6.2,17.7,55.4,Kış,"Şarole - 5 aylık, Normal sağlık",1.309
GK020807,TR0208,2023-01-12,6,300.0,91.2,254.0,94.1,Normal,7.7,33.1,78.2,Kış,"Şarole - 6 aylık, Normal sağlık",1.249
GK020808,TR0208,2023-02-11,7,335.6,92.6,280.9,91.9,Zayıf,8.0,34.3,73.1,Kış,"Şarole - 7 aylık, Zayıf sağlık",1.188
GK020809,TR0208,2023-03-13,8,378.8,94.3,324.9,93.0,Mükemmel,9.1,29.1,69.9,İlkbahar,"Şarole - 8 aylık, Mükemmel sağlık",1.44
GK020810,TR0208,2023-04-12,9,418.6,95.9,355.3,97.1,İyi,10.8,21.2,41.1,İlkbahar,"Şarole - 9 aylık, İyi sağlık",1.325
GK020811,TR0208,2023-05-12,10,459.0,97.5,393.0,96.2,Mükemmel,11.7,17.4,46.0,İlkbahar,"Şarole - 10 aylık, Mükemmel sağlık",1.346
GK020812,TR0208,2023-06-11,11,490.7,98.8,412.7,99.5,Zayıf,12.5,26.5,70.8,Yaz,"Şarole - 11 aylık, Zayıf sağlık",1.056
GK020813,TR0208,2023-07-11,12,524.6,100.1,450.2,103.1,İyi,12.7,34.4,76.7,Yaz,"Şarole - 12 aylık, İyi sağlık",1.132
GK020814,TR0208,2023-08-10,13,560.3,101.6,477.3,102.6,İyi,13.7,28.6,75.2,Yaz,"Şarole - 13 aylık, İyi sağlık",1.188
GK020815,TR0208,2023-09-09,14,594.8,102.9,504.7,101.0,İyi,15.2,31.9,61.5,Sonbahar,"Şarole - 14 aylık, İyi sağlık",1.152
GK020816,TR0208,2023-10-09,15,630.2,104.4,533.7,104.2,Normal,16.1,29.1,53.6,Sonbahar,"Şarole - 15 aylık, Normal sağlık",1.18
GK020817,TR0208,2023-11-08,16,665.2,105.8,567.5,105.1,İyi,16.8,22.1,48.8,Sonbahar,"Şarole - 16 aylık, İyi sağlık",1.167
GK020818,TR0208,2023-12-08,17,699.3,107.1,595.5,109.3,İyi,17.3,17.0,60.7,Kış,"Şarole - 17 aylık, İyi sağlık",1.136
GK020819,TR0208,2024-01-07,18,730.7,108.4,619.4,106.6,Mükemmel,17.8,27.0,73.2,Kış,"Şarole - 18 aylık, Mükemmel sağlık",1.046
GK020820,TR0208,2024-02-06,19,760.3,109.6,646.0,111.8,İyi,18.8,18.4,70.4,Kış,"Şarole - 19 aylık, İyi sağlık",0.988
GK020821,TR0208,2024-03-07,20,793.1,110.9,674.7,109.5,İyi,19.5,31.8,69.1,İlkbahar,"Şarole - 20 aylık, İyi sağlık",1.092
GK020822,TR0208,2024-04-06,21,825.2,112.2,704.9,115.0,Mükemmel,21.1,28.4,68.0,İlkbahar,"Şarole - 21 aylık, Mükemmel sağlık",1.069
